,Name,dataset_name,architecture_name,batch_size,experiment,size-dataset,date_range,lookback,dropout,learning_rate,RSME,MAPE,epoch,Runtime
8,summer-snowflake-87,BTC-USD,LSTM,64,effect-size-ds,1y,2022-2023,50d,"0,1","0,002240548","1058,656554","7,812101698",100,217
9,clean-jazz-86,BTC-USD,LSTM,64,effect-size-ds,1y,2022-2023,50d,"0,1","0,005446366","1131,984426","7,386990691",100,224
10,lucky-river-84,BTC-USD,LSTM,64,effect-size-ds,1y,2022-2023,50d,"0,1","0,006165324","741,1034649","5,944279828",100,425
11,dulcet-eon-83,BTC-USD,LSTM,64,effect-size-ds,1y,2022-2023,50d,"0,1","0,008205908","376,1704799","3,928876777",100,215
12,glamorous-eon-81,BTC-USD,LSTM,64,effect-size-ds,1y,2022-2023,40d,"0,1","0,00615239","847,6717228","6,202943292",100,216
13,crisp-sponge-80,BTC-USD,LSTM,64,effect-size-ds,1y,2022-2023,40d,"0,1","0,008735627","1321,517502","8,351687725",100,342
14,stellar-wind-79,BTC-USD,LSTM,64,effect-size-ds,1y,2022-2023,40d,"0,1","0,006836282","616,2258269","4,922257202",100,218
15,super-wildflower-78,BTC-USD,LSTM,64,effect-size-ds,1y,2022-2023,40d,"0,1","0,007991109","694,3669592","5,022790353",100,173
16,rose-feather-77,BTC-USD,LSTM,64,effect-size-ds,1y,2022-2023,40d,"0,1","0,009262126","947,5033482","6,387781034",100,175
17,comic-wind-76,BTC-USD,LSTM,64,effect-size-ds,1y,2022-2023,40d,"0,1","0,001654139","1020,961318","7,640923518",100,175
18,astral-oath-75,BTC-USD,LSTM,64,effect-size-ds,1y,2022-2023,30d,"0,1","0,008099622","848,2747311","5,918161281",100,147
19,helpful-wave-74,BTC-USD,LSTM,64,effect-size-ds,1y,2022-2023,30d,"0,1","0,005638098","673,8360897","5,219288994",100,148
20,spring-smoke-73,BTC-USD,LSTM,64,effect-size-ds,1y,2022-2023,30d,"0,1","0,002091886","1211,605266","8,577478542",100,158
21,genial-pyramid-72,BTC-USD,LSTM,64,effect-size-ds,1y,2022-2023,30d,"0,1","0,009451557","626,0838068","4,921667464",100,252
22,eager-forest-71,BTC-USD,LSTM,64,effect-size-ds,1y,2022-2023,30d,"0,1","0,008317297","816,0804332","6,036374785",100,161
23,fanciful-deluge-70,BTC-USD,LSTM,64,effect-size-ds,1y,2022-2023,30d,"0,1","0,007233393","880,6284497","6,366183139",100,244
24,desert-capybara-69,BTC-USD,LSTM,64,effect-size-ds,1y,2022-2023,20d,"0,1","0,007793254","990,0055804","6,746499774",100,307
25,rosy-sun-68,BTC-USD,LSTM,64,effect-size-ds,1y,2022-2023,20d,"0,1","0,007961813","769,7283381","5,55178114",100,503
26,lyric-yogurt-67,BTC-USD,LSTM,64,effect-size-ds,1y,2022-2023,20d,"0,1","0,008932789","860,375761","5,981952694",100,355
27,exalted-disco-66,BTC-USD,LSTM,64,effect-size-ds,1y,2022-2023,20d,"0,1","0,001182587","918,8380428","7,243839987",100,183
28,peach-fog-65,BTC-USD,LSTM,64,effect-size-ds,1y,2022-2023,20d,"0,1","0,005799982","351,0068486","3,89837497",100,523
29,warm-surf-64,BTC-USD,LSTM,64,effect-size-ds,1y,2022-2023,20d,"0,1","0,007329676","413,6789519","3,884944838",100,140
30,wandering-energy-63,BTC-USD,LSTM,64,effect-size-ds,1y,2022-2023,10d,"0,1","0,00605102","581,389864","4,739713872",100,106
31,peach-smoke-62,BTC-USD,LSTM,64,effect-size-ds,1y,2022-2023,10d,"0,1","0,001752211","879,602501","7,451243214",100,155
32,whole-fire-61,BTC-USD,LSTM,64,effect-size-ds,1y,2022-2023,10d,"0,1","0,007626944","1068,464793","7,102186963",100,168
33,confused-voice-60,BTC-USD,LSTM,64,effect-size-ds,1y,2022-2023,10d,"0,1","0,002203252","877,5497413","7,083831129",100,157
34,pleasant-firebrand-58,BTC-USD,LSTM,64,effect-size-ds,1y,2022-2023,10d,"0,1","0,006661774","721,3494572","5,333962186",100,104
35,denim-resonance-57,BTC-USD,LSTM,64,effect-size-ds,1y,2022-2023,10d,"0,1","0,002898888","771,357219","6,248653251",100,107
36,clean-snowflake-56,BTC-USD,LSTM,64,effect-size-ds,1y,2022-2023,05d,"0,1","0,004115269","827,9010248","6,543873341",100,96
37,woven-durian-55,BTC-USD,LSTM,64,effect-size-ds,1y,2022-2023,05d,"0,1","0,00865693","625,0100954","4,897579822",100,96
38,dark-dew-54,BTC-USD,LSTM,64,effect-size-ds,1y,2022-2023,05d,"0,1","0,008514532","1316,238231","8,386708407",100,95
39,good-snowball-53,BTC-USD,LSTM,64,effect-size-ds,1y,2022-2023,05d,"0,1","0,005014756","750,5823864","6,051025262",100,94
40,worldly-puddle-52,BTC-USD,LSTM,64,effect-size-ds,1y,2022-2023,05d,"0,1","0,009147943","965,5345982","6,591140588",100,97
41,giddy-donkey-51,BTC-USD,LSTM,64,effect-size-ds,1y,2022-2023,05d,"0,1","0,005454681","934,4737723","6,934146501",100,111
42,clean-bird-48,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,60d,"0,1","0,0076022","646,0035209","4,129794491",100,455
43,azure-eon-47,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,60d,"0,1","0,00114537","116,9592909","3,778604008",100,505
44,vivid-gorge-46,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,60d,"0,1","0,006753866","586,4405742","3,790754707",100,837
45,zesty-music-45,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,60d,"0,1","0,008464404","32,04181702","2,379619466",100,550
46,usual-cloud-44,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,60d,"0,1","0,002503475","526,1731975","3,982566485",100,467
47,summer-moon-43,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,60d,"0,1","0,005207831","700,8478489","4,476345072",100,572
48,devoted-field-42,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,50d,"0,1","0,001110697","298,1960394","3,79331576",100,447
49,logical-feather-41,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,50d,"0,1","0,002233083","199,7523823","3,151532184",100,412
50,vague-totem-40,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,50d,"0,1","0,008294725","1116,342213","6,159595981",100,577
51,cool-sun-39,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,50d,"0,1","0,003563141","300,2616049","2,998798154",100,460
52,zesty-waterfall-38,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,50d,"0,1","0,0093938","449,6060818","3,270587608",100,449
53,snowy-gorge-37,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,50d,"0,1","0,009497709","980,1896371","5,367106216",100,861
54,gallant-lion-35,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,40d,"0,1","0,001220675","404,3295614","3,781180822",100,413
55,gallant-wave-34,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,40d,"0,1","0,009381288","208,2877706","2,640570679",100,344
56,trim-rain-33,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,40d,"0,1","0,008743947","9,448631937","2,314537234",100,383
57,upbeat-bush-32,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,40d,"0,1","0,003157552","562,686992","3,871182829",100,361
58,cerulean-voice-31,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,40d,"0,1","0,003172527","85,52793056","2,683379943",100,360
59,curious-moon-30,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,30d,"0,1","0,004122835","276,4888505","2,830451433",100,341
60,charmed-sun-29,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,30d,"0,1","0,001184554","49,92952109","3,367599922",100,329
61,colorful-sunset-28,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,30d,"0,1","0,005609141","199,3866925","2,643760096",100,387
62,mild-blaze-27,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,30d,"0,1","0,004647013","177,2470265","2,615488789",100,334
63,fallen-sun-26,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,30d,"0,1","0,005572013","123,9847253","2,481071158",100,413
64,snowy-cloud-25,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,30d,"0,1","0,004950532","650,6498914","4,030489048",100,425
65,apricot-elevator-24,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,40d,"0,1","0,006666904","313,4728752","2,841474537",100,436
66,magic-star-23,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,20d,"0,1","0,00485395","546,3352193","3,676111717",100,229
67,skilled-monkey-22,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,20d,"0,1","0,0081035","176,8112432","3,217166724",100,278
68,comfy-armadillo-21,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,20d,"0,1","0,00507001","149,6311703","2,529205473",100,348
69,scarlet-rain-20,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,20d,"0,1","0,005178247","29,61773928","2,529375805",100,581
70,likely-bird-19,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,20d,"0,1","0,008661065","289,4786382","2,69204655",100,231
71,expert-energy-18,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,20d,"0,1","0,004109133","92,72245481","2,465300087",100,226
72,stilted-armadillo-17,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,10d,"0,1","0,008668894","712,2912258","4,185943544",100,1074
73,warm-jazz-16,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,10d,"0,1","0,007762283","281,6450787","2,969888602",100,694
74,generous-cloud-15,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,10d,"0,1","0,002644374","53,55161768","2,741961411",100,463
75,dulcet-sponge-14,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,10d,"0,1","0,057338895","1904,426815","11,51797749",100,183
76,rare-armadillo-13,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,10d,"0,1","0,08222246","47879,46099","247,6590566",100,194
77,sleek-river-12,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,10d,"0,1","0,093876348","47879,46099","247,6590566",100,176
78,peach-forest-11,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,10d,"0,1","0,057458393","343,3604041","3,501288404",100,183
79,stellar-tree-8,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,10d,"0,1","0,091909328","47879,46099","247,6590566",100,184
80,fast-cherry-7,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,05d,"0,1","0,07234684","585,9683734","4,700073905",100,185
81,worthy-galaxy-6,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,05d,"0,1","0,040139108","14,3491189","2,935946089",100,139
82,rose-snowball-5,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,05d,"0,1","0,052780941","2356,717502","12,33187285",100,205
83,revived-dream-4,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,05d,"0,1","0,036105117","1333,364744","7,160207335",100,167
84,young-grass-3,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,05d,"0,1","0,059650183","173,941323","2,83264867",100,156
85,driven-music-1,BTC-USD,LSTM,64,effect-size-ds,3y,2020-2023,05d,"0,1","0,032187796","1812,426316","9,862628063",100,1954
