"Name","timeperiod","batch_size","dropout","epochs","epoch/epoch","optimizer","learning_rate","Runtime","RSME","MAPE","State","User","Created","Sweep","architecture_name","dataset_name","batch/batch_step","batch/learning_rate","batch/loss","batch/mse","epoch/learning_rate","epoch/loss","epoch/mse","epoch/val_loss","epoch/val_mse"
"pretty-sweep-5","40d","64","0.3","100","99","adam","0.013323585548950669","5428","801.794921875","3.828400707520253","finished","sal-souzasa","2023-09-08T23:35:58.000Z","rjy9997p","LSTM","BTC","2990","0.013323585502803326","0.000921915692742914","0.000921915692742914","0.013323585502803326","0.0009382659336552024","0.0009382659336552024","818293440","818293440"
"dazzling-sweep-4","40d","64","0.3","100","99","sgd","0.06168967652163386","5725","3815.5002223069105","16.374063035516855","finished","sal-souzasa","2023-09-08T22:00:31.000Z","rjy9997p","LSTM","BTC","2990","0.06168967485427856","0.0032023850362747908","0.0032023850362747908","0.06168967485427856","0.00316182360984385","0.00316182360984385","818291008","818291008"
"confused-sweep-3","40d","64","0.1","100","99","adam","0.066152212327903","5248","87998.26700118564","355.2097916356011","finished","sal-souzasa","2023-09-08T20:33:00.000Z","rjy9997p","LSTM","BTC","2990","0.06615221500396729","1.6304506063461304","1.6304506063461304","0.06615221500396729","1.6238726377487185","1.6238726377487185","818370752","818370752"
"zesty-sweep-2","40d","64","0.2","100","99","sgd","0.06580153366689065","5680","4229.440892826897","17.82799953008297","finished","sal-souzasa","2023-09-08T18:58:16.000Z","rjy9997p","LSTM","BTC","2990","0.06580153107643127","0.002595490077510476","0.002595490077510476","0.06580153107643127","0.002569210948422551","0.002569210948422551","818290560","818290560"
"expert-sweep-1","40d","64","0.1","100","99","adam","0.06614603157353727","6219","5817.230961001016","24.158509442073157","finished","sal-souzasa","2023-09-08T17:14:34.000Z","rjy9997p","LSTM","BTC","2990","0.06614603102207184","0.07765086740255356","0.07765086740255356","0.06614603102207184","0.07934834063053131","0.07934834063053131","818301952","818301952"
"robust-sweep-6","30d","64","0.2","100","99","sgd","0.02849822300876211","5144","3686.4138560721544","15.999787023848397","finished","sal-souzasa","2023-09-08T15:39:42.000Z","ej247zvh","LSTM","BTC","2990","0.028498223051428795","0.0031188861466944218","0.0031188861466944218","0.028498223051428795","0.003130225697532296","0.003130225697532296","818291008","818291008"
"earthy-sweep-5","30d","64","0.1","100","99","sgd","0.04932384826603166","5036","3743.6524549034552","16.100521365274563","finished","sal-souzasa","2023-09-08T14:15:41.000Z","ej247zvh","LSTM","BTC","2990","0.04932384938001633","0.002543592127040029","0.002543592127040029","0.04932384938001633","0.00246991403400898","0.00246991403400898","818291008","818291008"
"azure-sweep-4","30d","64","0.3","100","99","sgd","0.08289605431025424","5243","2446.6901570968835","11.177334918610056","finished","sal-souzasa","2023-09-08T12:48:15.000Z","ej247zvh","LSTM","BTC","2990","0.08289605379104614","0.0029776550363749266","0.0029776550363749266","0.08289605379104614","0.0029711690731346607","0.0029711690731346607","818292096","818292096"
"worthy-sweep-3","30d","64","0.2","100","99","adam","0.02457425276088759","5015","948.4675961212736","4.701044063060338","finished","sal-souzasa","2023-09-08T11:24:36.000Z","ej247zvh","LSTM","BTC","2990","0.02457425184547901","0.0006838861154392362","0.0006838861154392362","0.02457425184547901","0.0006813894142396748","0.0006813894142396748","818295296","818295296"
"driven-sweep-2","30d","64","0.1","100","99","sgd","0.05086578404143257","4908","3190.5546292767617","14.083196780096928","finished","sal-souzasa","2023-09-08T10:02:44.000Z","ej247zvh","LSTM","BTC","2990","0.0508657842874527","0.0026836495380848646","0.0026836495380848646","0.0508657842874527","0.002734136767685414","0.002734136767685414","818291456","818291456"
"valiant-sweep-1","30d","64","0.1","100","99","adam","0.08111061887647693","4841","1982.747469935637","30.07607129519275","finished","sal-souzasa","2023-09-08T08:42:01.000Z","ej247zvh","LSTM","BTC","2990","0.08111061900854111","0.08159536868333817","0.08159536868333817","0.08111061900854111","0.0821216031908989","0.0821216031908989","818298688","818298688"
"olive-sweep-6","20d","64","0.2","100","99","adam","0.016709299702031746","4791","985.287490472561","4.158556677357858","finished","sal-souzasa","2023-09-08T06:35:40.000Z","2w5rxo6l","LSTM","BTC","2990","0.016709299758076668","0.000800227397121489","0.000800227397121489","0.016709299758076668","0.000830677046906203","0.000830677046906203","818295168","818295168"
"sparkling-sweep-5","20d","64","0.1","100","99","sgd","0.07425166606128265","4720","3971.378234036247","17.128427961960764","finished","sal-souzasa","2023-09-08T05:16:58.000Z","2w5rxo6l","LSTM","BTC","2990","0.07425166666507721","0.0022161894012242556","0.0022161894012242556","0.07425166666507721","0.0023148912005126476","0.0023148912005126476","818290816","818290816"
"breezy-sweep-4","20d","64","0.2","100","99","sgd","0.0944667814650153","4675","2890.4171006944443","12.566607405763104","finished","sal-souzasa","2023-09-08T03:59:00.000Z","2w5rxo6l","LSTM","BTC","2990","0.09446678310632706","0.0025302732829004526","0.0025302732829004526","0.09446678310632706","0.0025622029788792133","0.0025622029788792133","818291712","818291712"
"sage-sweep-3","20d","64","0.3","100","99","adam","0.012620475370949128","4750","1640.4110295985772","7.676507531562658","finished","sal-souzasa","2023-09-08T02:39:47.000Z","2w5rxo6l","LSTM","BTC","2990","0.0126204751431942","0.0007848587119951844","0.0007848587119951844","0.0126204751431942","0.00080467713996768","0.00080467713996768","818292864","818292864"
"dazzling-sweep-2","20d","64","0.3","100","99","adam","0.058947483268393934","5124","14090.266043148711","64.78545353030883","finished","sal-souzasa","2023-09-08T01:14:20.000Z","2w5rxo6l","LSTM","BTC","2990","0.05894748494029045","0.009927740320563316","0.009927740320563316","0.05894748494029045","0.009545586071908474","0.009545586071908474","818282496","818282496"
"copper-sweep-1","20d","64","0.2","100","99","adam","0.05651800383600132","5336","8411.298251185637","26.186124627779716","finished","sal-souzasa","2023-09-07T23:45:20.000Z","2w5rxo6l","LSTM","BTC","2990","0.05651800334453583","0.07903175055980682","0.07903175055980682","0.05651800334453583","0.07827094942331314","0.07827094942331314","818304192","818304192"
"breezy-sweep-6","10d","64","0.2","100","99","adam","0.07712193120746089","4936","391.3189363143632","34.99131775251744","finished","sal-souzasa","2023-09-07T21:39:45.000Z","32bn10mp","LSTM","BTC","2990","0.07712192833423615","0.08553022146224976","0.08553022146224976","0.07712192833423615","0.08705904334783554","0.08705904334783554","818296768","818296768"
"driven-sweep-5","10d","64","0.2","100","99","adam","0.029997087600789275","5562","859.7346290650406","6.176233857039593","finished","sal-souzasa","2023-09-07T20:06:56.000Z","32bn10mp","LSTM","BTC","2990","0.0299970880150795","0.0011591209331527352","0.0011591209331527352","0.0299970880150795","0.001200261409394443","0.001200261409394443","818293696","818293696"
"dauntless-sweep-4","10d","64","0.1","100","99","adam","0.07563314205810734","5053","7397.734962525406","24.41328188521212","finished","sal-souzasa","2023-09-07T18:42:39.000Z","32bn10mp","LSTM","BTC","2990","0.07563313841819763","0.08063002675771713","0.08063002675771713","0.07563313841819763","0.0801611915230751","0.0801611915230751","818303296","818303296"
"easy-sweep-3","10d","64","0.1","100","99","sgd","0.0050992316093846","5393","3153.833185128726","14.636668487111969","finished","sal-souzasa","2023-09-07T17:12:44.000Z","32bn10mp","LSTM","BTC","2990","0.005099231377243996","0.0024889588821679354","0.0024889588821679354","0.005099231377243996","0.0025259749963879585","0.0025259749963879585","818291712","818291712"
"scarlet-sweep-2","10d","64","0.2","100","99","adam","0.08614747581957097","5401","789.8600895579268","9.567481319755116","finished","sal-souzasa","2023-09-07T15:42:40.000Z","32bn10mp","LSTM","BTC","2990","0.08614747226238251","0.004988106898963451","0.004988106898963451","0.08614747226238251","0.004944918677210808","0.004944918677210808","818293952","818293952"
"ethereal-sweep-1","10d","64","0.2","100","99","sgd","0.028015226474682457","5239","3374.621294884824","14.444789873176514","finished","sal-souzasa","2023-09-07T14:15:19.000Z","32bn10mp","LSTM","BTC","2990","0.028015226125717163","0.002414207672700286","0.002414207672700286","0.028015226125717163","0.002505716867744922","0.002505716867744922","818291392","818291392"
